vignedo,vino,agno,rating,nro_revs,pais,region,precio,tipo,cuerpo,acidez
Clos Mogador,Com Tu,2018,4.3,85,Espana,Montsant,35.0,Grenache,0,0
Mas Doix,Doix,2016,4.3,83,Espana,Priorato,79.9,Priorat Red,0,0
Jose Pariente,Sauvignon Blanc,2021,4.3,83,Espana,Rueda,8.9,Sauvignon Blanc,0,0
Dominio del Aguila,Reserva,2010,4.3,82,Espana,Ribera del Duero,65.0,Ribera Del Duero Red,0,0
Terra Remota,Clos Adrien,2013,4.3,82,Espana,Emporda,47.0,Red,0,0
De Moya,Sofia,2017,4.3,82,Espana,Valencia,20.5,Red,0,0
Llopart,Cava Original Brut (Espumos),2008,4.3,81,Espana,Cava,62.9,Cava,0,0
Ostatu,Laderas Rioja,2014,4.3,81,Espana,Rioja Alavesa,31.1,Rioja Red,0,0
Can Rafols dels Caus,El Rocallis,2016,4.3,80,Espana,Cataluna,34.5,,0,0
Aalto,Blanco de Parcela,2019,4.3,80,Espana,Ribera del Duero,41.9,Verdejo,0,0
Resalte,Resalte Expresion,2015,4.3,80,Espana,Ribera del Duero,28.5,Ribera Del Duero Red,0,0
Sierra Cantabria,Amancio,2016,4.3,80,Espana,Rioja,84.5,Rioja Red,0,0
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,79,Espana,Priorato,36.8,,0,0
Marques de Vargas,Seleccion Privada,2015,4.3,79,Espana,Rioja,54.5,Rioja Red,4,3
Mas de les Pereres,Nunci Negre,2013,4.3,79,Espana,Priorato,21.4,Priorat Red,4,3
Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,77,Espana,Cava,23.2,Sparkling,2,3
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,77,Espana,Ribera del Duero,51.2,Ribera Del Duero Red,5,3
Astrales,Christina Ribera del Duero,2017,4.3,77,Espana,Ribera del Duero,38.0,Ribera Del Duero Red,5,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,77,Espana,Rioja,67.9,Rioja Red,4,3
Senorio de San Vicente,San Vicente Rioja,2018,4.3,77,Espana,Rioja,32.9,Rioja Red,4,3
La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,76,Espana,Rioja,260.0,Rioja Red,4,3
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,76,Espana,Priorato,69.0,Priorat Red,4,3
Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,74,Espana,Priorato,348.8,Priorat Red,4,3
Scala Dei,Pla dels Angels Rosado,2020,4.3,74,Espana,Priorato,24.0,,0,0
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,74,Espana,Murcia,27.9,Monastrell,5,3
Pedralonga,Albarino Pedralonga,2020,4.3,74,Espana,Rias Baixas,15.0,Albarino,3,3
Contino,Vina del Olivo,2004,4.3,74,Espana,Rioja,155.0,Rioja Red,4,3
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,73,Espana,Priorato,57.9,,0,0
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,73,Espana,Montsant,36.9,Montsant Red,4,3
Territorio Luthier,Hispania,2015,4.3,73,Espana,Ribera del Duero,52.0,Ribera Del Duero Red,5,3
Clos Erasmus,Priorat,2006,4.3,72,Espana,Priorato,654.3,Priorat Red,4,3
Avgvstvs,Antigues Reserves,2000,4.3,72,Espana,Penedes,27.4,Red,4,3
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,71,Espana,Ribera del Duero,69.9,Ribera Del Duero Red,5,3
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,71,Espana,Castilla y Leon,40.5,Verdejo,3,3
Pago Calzadilla,Gran Calzadilla,2009,4.3,70,Espana,Pago Calzadilla,40.0,Red,4,3
Vina Pomal,Alto de la Caseta,2008,4.3,70,Espana,Rioja,55.4,Rioja Red,4,3
Martinet,Clos Martinet,2002,4.3,70,Espana,Priorato,177.4,Priorat Red,4,3
Marti Fabra,Masia Carreras Negre,2019,4.3,69,Espana,Emporda,11.9,Red,4,3
Sangenis I Vaque,Clos Monlleo,2007,4.3,68,Espana,Priorato,55.0,Priorat Red,4,3
Ferrer Bobet,Priorat,2018,4.3,68,Espana,Priorato,25.9,Priorat Red,4,3
Figuero,Milagros de Figuero,2016,4.3,68,Espana,Ribera del Duero,34.8,Ribera Del Duero Red,5,3
Pujanza,Rioja Norte,2006,4.3,67,Espana,Rioja,75.0,Rioja Red,4,3
Espelt,Coma Bruna,2017,4.3,67,Espana,Emporda,22.8,Red,4,3
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,66,Espana,Rioja,199.0,Rioja Red,4,3
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,65,Espana,Rioja,120.1,Rioja Red,4,3
Conreria d'Scala Dei,Voltons,2015,4.3,64,Espana,Priorato,47.0,Priorat Red,4,3
Scala Dei,Masdeu,2014,4.3,64,Espana,Priorato,84.9,Priorat Red,4,3
Real de Asua,Tinto,2016,4.3,64,Espana,Rioja,79.0,Rioja Red,4,3
Bodegas Vilano,Crianza,2019,4.3,64,Espana,Ribera del Duero,10.0,Ribera Del Duero Red,5,3
Vinyes dels Aspres,S'Alou,2018,4.3,64,Espana,Emporda,31.5,Red,4,3
Valserrano,Finca Monteviejo,2017,4.3,62,Espana,Rioja,32.0,Rioja Red,4,3
Marques de Tomares,Rioja Gran Reserva,2014,4.3,62,Espana,Rioja,26.0,Red,4,3
Finca Rio Negro,5o Ano,2014,4.3,62,Espana,La Mancha,23.4,Red,4,3
Allende,Gaminde,2016,4.3,62,Espana,Rioja,43.8,Rioja Red,4,3
Enric Soler,Nun Vinya dels Taus,2017,4.3,62,Espana,Penedes,123.8,,0,0
Martinet,Els Escurcons,2018,4.3,61,Espana,Priorato,75.5,Priorat Red,4,3
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,61,Espana,Jerez-Xeres-Sherry,29.9,Pedro Ximenez,5,1
Loxera,El Cordero y las Virgenes,2016,4.3,60,Espana,Valencia,24.0,Red,4,3
Mas d'en Gil,Clos Fonta Priorat,2001,4.3,60,Espana,Priorato,150.0,Priorat Red,4,3
Jose Pariente,Finca Las Comas Verdejo,2016,4.3,60,Espana,Rueda,29.4,Verdejo,3,3
Artadi,La Poza de Ballesteros,2016,4.3,60,Espana,Vino de Espana,93.3,Tempranillo,4,2
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,59,Espana,Ribera del Duero,76.0,Ribera Del Duero Red,5,3
Dominio Fournier,Reserva,2014,4.3,59,Espana,Ribera del Duero,23.8,Ribera Del Duero Red,5,3
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Espana,Rioja,42.5,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Espana,Rioja,75.0,Rioja Red,4,3
Valderiz,Tomas Esteban,2010,4.3,57,Espana,Ribera del Duero,69.0,Ribera Del Duero Red,5,3
Tridente,Prieto Picudo,2018,4.3,57,Espana,Castilla y Leon,22.0,Red,4,3
Neton,Garnacha Tintorera,2017,4.3,57,Espana,Castilla y Leon,13.2,Red,4,3
Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,57,Espana,Castilla y Leon,13.6,,0,0
Vall Llach,Porrera Vi de Vila,2018,4.3,56,Espana,Priorato,50.0,Priorat Red,4,3
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,56,Espana,Priorato,348.8,Priorat Red,4,3
Valderiz,Juegabolos,2017,4.3,56,Espana,Ribera del Duero,28.6,Ribera Del Duero Red,5,3
Abadal,3.9,2018,4.3,56,Espana,Pla de Bages,21.3,Red,4,3
Raul Perez,Sketch,2019,4.3,56,Espana,Rias Baixas,45.0,Albarino,3,3
Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Espana,Priorato,36.3,Priorat Red,4,3
Baigorri,De Garage Rioja,2017,4.3,55,Espana,Rioja,32.0,Rioja Red,4,3
Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Espana,Priorato,39.7,Priorat Red,4,3
Clos Galena,Galena,2018,4.3,54,Espana,Priorato,17.9,Priorat Red,4,3
Allende,Aurus,2001,4.3,53,Espana,Rioja,140.0,Rioja Red,4,3
Enate,Chardonnay Uno,2012,4.3,53,Espana,Somontano,250.0,Chardonnay,4,3
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,53,Espana,Ribera del Duero,28.8,Ribera Del Duero Red,5,3
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,53,Espana,Ribera del Duero,196.3,Ribera Del Duero Red,5,3
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,53,Espana,Otazu,28.4,Chardonnay,4,3
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,53,Espana,Rueda,14.5,Verdejo,3,3
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,53,Espana,Rioja,260.0,Rioja Red,4,3
Toro Albala,Don PX Pedro Ximenez,1999,4.3,52,Espana,Montilla-Moriles,36.9,Pedro Ximenez,5,1
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,52,Espana,Bierzo,38.0,Mencia,3,3
Familia Torres,Grans Muralles,2017,4.3,52,Espana,Conca de Barbera,137.8,Red,4,3
Costers del Siurana,Clos de L'Obac,2009,4.3,51,Espana,Priorato,79.9,Priorat Red,4,3
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,51,Espana,Castilla,24.5,Syrah,4,3
Cervoles,Estrats,2012,4.3,51,Espana,Costers del Segre,68.6,Red,4,3
Scala Dei,Masdeu,2016,4.3,51,Espana,Priorato,81.4,Priorat Red,4,3
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,50,Espana,Ribera del Duero,121.5,Ribera Del Duero Red,5,3
Vizcarra,Celia,2014,4.3,50,Espana,Ribera del Duero,80.0,Ribera Del Duero Red,5,3
Marques de Caceres,Gaudium,1998,4.3,50,Espana,Rioja,60.0,Rioja Red,4,3
Barahonda,Summum Monastrell,2019,4.3,50,Espana,Yecla,14.0,Monastrell,5,3
Mas Doix,Doix,2002,4.3,49,Espana,Priorato,195.5,Priorat Red,4,3
Altos del Enebro,Finca La Herradura,2014,4.3,49,Espana,Ribera del Duero,68.0,Ribera Del Duero Red,5,3
Pago de Larrainzar,Reserva Especial,2014,4.3,49,Espana,Navarra,16.9,Red,4,3
Albamar,Alma de Mar Albarino,2019,4.3,49,Espana,Rias Baixas,27.5,Albarino,3,3
Pujanza,Rioja Anadas Frias,2016,4.3,49,Espana,Rioja,75.0,Rioja White,3,3
Finca Rio Negro,5o Ano,2016,4.3,49,Espana,La Mancha,23.9,Red,4,3
Oxer Wines,Suzzane Rioja,2019,4.3,48,Espana,Rioja,34.9,Rioja Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,48,Espana,Rioja,532.0,Rioja Red,4,3
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Espana,Ribera del Duero,95.0,Ribera Del Duero Red,5,3
Can Bas,Monreal,2015,4.3,48,Espana,Penedes,44.1,Red,4,3
Atlan & Artisan,8 Vents Mallorca,2019,4.3,47,Espana,Mallorca,18.9,Red,4,3
La Rioja Alta,Gran Reserva 890,1981,4.3,47,Espana,Rioja,270.0,Rioja Red,4,3
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Espana,Emporda,35.0,Red,4,3
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,46,Espana,Priorato,348.8,Priorat Red,4,3
Lar de Paula,Tempranillo Reserva,2012,4.3,46,Espana,Rioja,14.9,Rioja Red,4,3
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Espana,Ribera del Duero,39.7,Ribera Del Duero Red,5,3
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,46,Espana,Cava,75.5,Cava,2,3
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,45,Espana,Rioja,189.9,Rioja Red,4,3
Luis Canas,Rioja Gran Reserva,2016,4.3,45,Espana,Rioja,21.0,Rioja Red,4,3
La Val,Albarino Sobre Lias,2015,4.3,45,Espana,Rias Baixas,23.9,Albarino,3,3
Tres Piedras,Nobbis,2019,4.3,45,Espana,Ribera del Duero,12.8,Tempranillo,4,2
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Espana,Castilla y Leon,40.0,Red,4,3
Javi Revert,Sensal,2020,4.3,45,Espana,Valencia,22.4,Red,4,3
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,45,Espana,Rueda,27.2,Verdejo,3,3
Alta Alella,Blanc de Neu,2016,4.3,45,Espana,Alella,17.0,Sparkling,2,3
Contino,Reserva,1995,4.3,45,Espana,Rioja,55.0,Rioja Red,4,3
Terras Gauda,La Mar,2019,4.3,45,Espana,Rias Baixas,21.5,Albarino,3,3
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,44,Espana,Bierzo,106.9,Mencia,3,3
Lambuena,Vinas Viejas,2014,4.3,44,Espana,Ribera del Duero,37.1,Ribera Del Duero Red,5,3
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,44,Espana,Ribera del Duero,38.5,Ribera Del Duero Red,5,3
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,44,Espana,Priorato,43.5,Priorat Red,4,3
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,44,Espana,Rioja,36.5,Rioja Red,4,3
Familia Torres,Reserva Real,1998,4.3,43,Espana,Penedes,213.5,Red,4,3
Attis,Attis Embaixador Albarino,2018,4.3,43,Espana,Rias Baixas,21.9,Albarino,3,3
San Cobate,San Cucufate Monasterio,2017,4.3,42,Espana,Ribera del Duero,33.0,Ribera Del Duero Red,5,3
Pazo Senorans,Tras Los Muros Albarino,2017,4.3,42,Espana,Rias Baixas,38.0,Albarino,3,3
Carlos Moro,CM Tinto,2017,4.3,42,Espana,Rioja,17.8,Tempranillo,4,2
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,40,Espana,Rioja,52.5,Rioja Red,4,3
Terra Remota,Clos Adrien,2016,4.3,40,Espana,Emporda,48.9,Red,4,3
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,40,Espana,Priorato,27.1,,0,0
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,40,Espana,Rioja,58.2,Rioja Red,4,3
Jimenez-Landi,El Reventon Cebreros,2016,4.3,40,Espana,Castilla y Leon,68.0,Grenache,5,3
Chivite,Navarra Vendimia Tardia Coleccion 125,2018,4.3,39,Espana,Navarra,26.0,,0,0
Espectacle del Montsant,Tinto,2018,4.3,39,Espana,Montsant,119.0,Montsant Red,4,3
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,4.3,38,Espana,Rioja,51.4,Rioja White,3,3
Cartoixa de Montsalvat,Montsalvat,2005,4.3,38,Espana,Priorato,56.3,Priorat Red,4,3
Arid,Eolic Sauvignon Blanc,2016,4.3,38,Espana,Penedes,11.6,Sauvignon Blanc,3,3
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,38,Espana,Toro,32.9,Toro Red,5,3
Jimenez-Landi,Cantos del Diablo,2018,4.3,38,Espana,Mentrida,197.0,Grenache,5,3
Bodegas Reyes,Teofilo Reyes Crianza,2019,4.3,38,Espana,Ribera del Duero,14.7,Ribera Del Duero Red,5,3
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,4.3,38,Espana,Alicante,16.4,,0,0
Hugas de Batlle,Falguera,2009,4.3,38,Espana,Emporda,53.6,Red,4,3
Atlan & Artisan,Epistem No. 3,2016,4.3,38,Espana,Yecla,18.9,Red,4,3
Bodegas Arrocal,Angel Ribera del Duero,2015,4.3,37,Espana,Ribera del Duero,31.9,Ribera Del Duero Red,5,3
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,37,Espana,Ribeiro,40.8,Red,4,3
Castell del Remei,Costers Del Segre 1780,2017,4.3,37,Espana,Costers del Segre,22.9,Red,4,3
Vizcarra,Ines,2010,4.3,37,Espana,Ribera del Duero,76.9,Ribera Del Duero Red,5,3
Valdubon,Honoris,2005,4.3,37,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5,3
Altanza,Club Rioja Reserva,2012,4.3,36,Espana,Rioja,21.0,Rioja Red,4,3
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,4.3,36,Espana,Ribera del Duero,243.8,Ribera Del Duero Red,5,3
Artadi,La Morera de San Lazaro,2016,4.3,36,Espana,Vino de Espana,80.0,Tempranillo,4,2
Real de Asua,Tinto,2000,4.3,36,Espana,Rioja,60.4,Rioja Red,4,3
Artadi,Quintanilla,2016,4.3,35,Espana,Vino de Espana,65.9,Tempranillo,4,2
Taron,Reserva,2014,4.3,35,Espana,Rioja Alta,10.2,Rioja Red,4,3
Sebio,Salvaxe,2018,4.3,35,Espana,Ribeiro,26.8,,0,0
R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,35,Espana,Rioja,48.0,Rioja Red,4,3
Goyo Garcia Viadero,Finca Los Quemados,2016,4.3,35,Espana,Ribera del Duero,27.7,Ribera Del Duero Red,5,3
Bodegas Reyes,Teofilo Reyes Crianza,2018,4.3,35,Espana,Ribera del Duero,11.9,Ribera Del Duero Red,5,3
Marques de Caceres,Rioja Reserva,1985,4.3,35,Espana,Rioja,45.0,Rioja Red,4,3
Santiago Ruiz,Albarino (O Rosal),2021,4.3,35,Espana,Rias Baixas,13.4,Albarino,3,3
Terroir Al Limit Soc. Lda,Les Manyes,2017,4.3,35,Espana,Priorato,180.0,Priorat Red,4,3
Pujanza,Rioja,2005,4.3,34,Espana,Rioja,29.0,Rioja Red,4,3
Mauro Estevez,Vino de Autor Ribeiro Blanco,2020,4.3,34,Espana,Ribeiro,15.9,,0,0
Finca Valpiedra,Rioja Reserva,1994,4.3,34,Espana,Rioja,65.0,Rioja Red,4,3
Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013,4.3,34,Espana,Penedes,21.6,Sparkling,2,3
Bodegas Gama,Octogenarius,2014,4.3,34,Espana,Rioja,46.5,Grenache,5,3
Edetaria,Finca La Pedrissa,2015,4.3,34,Espana,Terra Alta,37.9,Red,4,3
Hacienda Zorita Natural Reserve,Magister,2017,4.3,35,Espana,Arribes,35.5,Red,4,3
Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018,4.3,34,Espana,Ribera del Duero,27.9,Ribera Del Duero Red,5,3
Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011,4.3,33,Espana,Penedes,110.5,,0,0
Can Xanet,Sibila,2017,4.3,33,Espana,Mallorca,32.5,Red,4,3
Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,4.3,33,Espana,Emporda,15.6,Red,4,3
A Coroa,200 Cestos Godello,2020,4.3,33,Espana,Valdeorras,23.7,,0,0
Celler de Capcanes,Cabrida Montsant,2018,4.3,32,Espana,Montsant,36.8,Montsant Red,4,3
Alonso & Pedrajo,Suane Blanco,2017,4.3,32,Espana,Rioja,23.9,Rioja White,3,3
Bodegas Amaren,Garnacha,2014,4.3,32,Espana,Rioja,38.0,Grenache,5,3
Jimenez-Landi,Cantos del Diablo,2017,4.3,33,Espana,Mentrida,101.0,Grenache,5,3
Mandia Vell,Pinot Noir,2017,4.3,31,Espana,Mallorca,29.4,Red,4,3
Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018,4.3,31,Espana,Rioja,44.9,Rioja White,3,3
Valdecuevas,Cuvee Verdejo,2018,4.3,31,Espana,Rueda,12.0,Verdejo,3,3
Algueira,Anadelia,2015,4.3,31,Espana,Ribeira Sacra,38.5,,0,0
Sebio,Salvaxe,2017,4.3,31,Espana,Ribeiro,28.4,,0,0
Telmo Rodriguez,Tabuerniga,2018,4.3,31,Espana,Rioja,65.2,Rioja Red,4,3
Mocen,Seleccion Especial Verdejo,2021,4.3,32,Espana,Rueda,6.3,Verdejo,3,3
Estones,Coster d'en Fornos,2017,4.3,31,Espana,Montsant,40.6,Montsant Red,4,3
Telmo Rodriguez,El Velado Tinto,2017,4.3,30,Espana,Rioja,74.0,Rioja Red,4,3
Trus,Pico de Luyas,2018,4.3,30,Espana,Ribera del Duero,48.9,Ribera Del Duero Red,5,3
Flor de Chasna,Blanco Afrutado,2020,4.3,30,Espana,Abona,12.0,,0,0
Mestres,Mas Via Gran Reserva Brut,2002,4.3,29,Espana,Cava,76.2,Cava,2,3
Muga,Prado Enea Gran Reserva,1970,4.3,29,Espana,Rioja,120.0,Rioja Red,4,3
Campillo,Finca Cuesta Clara Raro Reserva,2016,4.3,29,Espana,Rioja,39.5,Rioja Red,4,3
Naia,Naiades,2018,4.3,29,Espana,Rueda,19.0,Verdejo,3,3
AGE,Fuenmayor Gran Reserva,1959,4.3,29,Espana,Rioja,230.0,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,1996,4.3,29,Espana,Rioja,110.0,Rioja Red,4,3
Marques de Riscal,Rioja Reserva,1964,4.3,29,Espana,Rioja,310.0,Rioja Red,4,3
Navajas,Mirador de Navajas Reserva Rioja,2011,4.3,29,Espana,Rioja,28.8,Rioja Red,4,3
Allende,Aurus,2011,4.3,29,Espana,Rioja,211.9,Rioja Red,4,3
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,28,Espana,Rioja,43.9,Rioja Red,4,3
Vinyes del Terrer,Nus del Terrer,2016,4.3,28,Espana,Tarragona,25.9,Red,4,3
Cepas Familiares,Nivel,2018,4.3,28,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5,3
Bodegas Faustino,I Gran Reserva,1968,4.3,28,Espana,Rioja,160.0,Rioja Red,4,3
Dominio de Loalva,Seleccion Especial,2016,4.3,28,Espana,Ribera del Duero,32.0,Ribera Del Duero Red,5,3
El Regajal,Galia Clos Santuy,2017,4.3,28,Espana,Castilla y Leon,74.9,Red,4,3
Ysios,Seleccion,2016,4.3,28,Espana,Rioja,30.0,Rioja Red,4,3
Zifar,Pago de las Sabinas,2016,4.3,28,Espana,Ribera del Duero,39.6,Ribera Del Duero Red,5,3
Volver,Alicante Bouschet by Tarima,2018,4.3,27,Espana,Alicante,14.9,Red,4,3
Marques de Riscal,Rioja Gran Reserva,2016,4.3,27,Espana,Rioja,46.4,Rioja Red,4,3
Rodriguez de Vera,Tinto,2017,4.3,27,Espana,Almansa,15.4,Red,4,3
Bordalas Garcia,Gueta-Lupia,2011,4.3,27,Espana,Priorato,31.8,Priorat Red,4,3
Sierra Cantabria,Amancio,2002,4.3,27,Espana,Rioja,110.0,Rioja Red,4,3
Bodega Tameran,Marmajuelo,2020,4.3,27,Espana,Gran Canaria,29.8,,0,0
Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,4.3,27,Espana,Cava,18.5,Cava,2,3
Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,4.3,26,Espana,Ribera del Duero,19.9,Ribera Del Duero Red,5,3
Habla,No. 23,2017,4.3,26,Espana,Extremadura,23.1,Red,4,3
Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,26,Espana,Castilla y Leon,97.1,Grenache,5,3
Loess,Tinto,2019,4.3,26,Espana,Ribera del Duero,8.6,Ribera Del Duero Red,5,3
Jimenez-Landi,Cantos del Diablo,2016,4.3,26,Espana,Mentrida,68.0,Grenache,5,3
Dominio de Anza,Diego Magana,2020,4.3,26,Espana,Rioja,37.9,Rioja Red,4,3
Bodegas Amaren,Graciano,2012,4.3,26,Espana,Rioja,68.0,Rioja Red,4,3
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,26,Espana,Rioja,39.9,Rioja Red,4,3
Hacienda Solano,Pena Lobera,2018,4.3,25,Espana,Ribera del Duero,68.9,Ribera Del Duero Red,5,3
Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,25,Espana,Rioja,35.0,Rioja Red,4,3
Samsara,Ronda,2015,4.3,25,Espana,Sierras de Malaga,32.5,Red,4,3
Josep Grau Viticultor,Territori,2019,4.3,25,Espana,Montsant,23.6,Red,4,3
Cuentavinas,Alomado,2018,4.3,25,Espana,Rioja,47.0,Rioja Red,4,3
Bodegas Gama,Octogenarius,2015,4.3,25,Espana,Rioja,36.9,Grenache,5,3
Miguel Merino,Gran Reserva,2000,4.3,25,Espana,Rioja,48.8,Rioja Red,4,3
Los Aguilares,Pinot Noir,2020,4.3,25,Espana,Sierras de Malaga,33.5,Red,4,3
Zifar,Senda de Los Olivos Roble,2020,4.3,25,Espana,Ribera del Duero,8.9,Ribera Del Duero Red,5,3
Marques de Riscal,Rioja Reserva,2016,4.2,16505,Espana,Rioja,15.9,Rioja Red,4,3
La Rioja Alta,Vina Ardanza Reserva,2007,4.2,9098,Espana,Rioja,23.7,Rioja Red,4,3
Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,8318,Espana,Rioja,23.0,Rioja Red,4,3
Emilio Moro,Ribera del Duero,2018,4.2,7825,Espana,Ribera del Duero,19.5,Ribera Del Duero Red,5,3
Emilio Moro,Ribera del Duero,2017,4.2,7294,Espana,Ribera del Duero,21.2,Ribera Del Duero Red,5,3
Tinto Pesquera,Reserva,2012,4.2,6567,Espana,Ribera del Duero,27.0,Ribera Del Duero Red,5,3
La Rioja Alta,Vina Ardanza Reserva,2008,4.2,6532,Espana,Rioja,33.0,Rioja Red,4,3
El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,6256,Espana,Rioja,16.1,Rioja Red,4,3
Dominio de Pingus,PSI,2016,4.2,6163,Espana,Ribera del Duero,38.0,Ribera Del Duero Red,5,3
La Rioja Alta,Vina Alberdi Reserva,2015,4.2,5802,Espana,Rioja,17.0,Rioja Red,4,3
Abadia Retuerta,Seleccion Especial,2014,4.2,5178,Espana,Sardon de Duero,49.8,Red,4,3
Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,4610,Espana,Rias Baixas,15.0,Albarino,3,3
Matarromera,Crianza,2016,4.2,4127,Espana,Ribera del Duero,9.8,Ribera Del Duero Red,5,3
Arzuaga,Ribera del Duero Crianza,2016,4.2,4091,Espana,Ribera del Duero,19.2,Ribera Del Duero Red,5,3
La Rioja Alta,Vina Alberdi Reserva,2016,4.2,3825,Espana,Rioja,15.8,Rioja Red,4,3
Imperial,Rioja Reserva,2015,4.2,3788,Espana,Rioja,19.8,Rioja Red,4,3
Protos,27 Ribera del Duero,2016,4.2,3725,Espana,Ribera del Duero,21.0,Ribera Del Duero Red,5,3
Terras Gauda,Terras Gauda O Rosal,2020,4.2,3648,Espana,Rias Baixas,12.3,Albarino,3,3
Protos,27 Ribera del Duero,2017,4.2,3545,Espana,Ribera del Duero,23.8,Ribera Del Duero Red,5,3
Remelluri,Rioja Reserva,2012,4.2,3453,Espana,Rioja,15.8,Rioja Red,4,3
Arzuaga,Ribera del Duero Crianza,2017,4.2,3354,Espana,Ribera del Duero,15.4,Ribera Del Duero Red,5,3
Familia Torres,Salmos,2016,4.2,3225,Espana,Priorato,24.8,Priorat Red,4,3
Marques de Riscal,Rioja Gran Reserva,2007,4.2,3101,Espana,Rioja,28.4,Rioja Red,4,3
R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,2901,Espana,Rioja Alta,22.6,Rioja Red,4,3
Bodegas Mauro,Red,2011,4.2,2820,Espana,Castilla y Leon,58.3,Red,4,3
R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,2820,Espana,Rioja Alta,21.0,Rioja Red,4,3
